,date,USA_confirmed,CAN_confirmed,USA_death,CAN_death,USA_high,USA_low,CAN_high,CAN_low,Travel_high,Travel_low,RealEstate_high,RealEstate_low,PreciousMetals_high,PreciousMetals_low
765,2022-02-25,79034646,3289085,947322,36473,437.84,410.64,32.27,31.02,51.24,47.58,32.0,30.83,20.97,19.38
766,2022-02-26,79082365,3290897,948084,36507,,,,,,,,,,
767,2022-02-27,79100880,3294481,948309,36536,,,,,,,,,,
768,2022-02-28,79197781,3302400,950451,36594,,,,,,,,,,
769,2022-03-01,79244188,3307510,952219,36630,,,,,,,,,,
770,2022-03-02,79297266,3313423,954311,36726,,,,,,,,,,
771,2022-03-03,79345722,3321778,956019,36798,,,,,,,,,,
772,2022-03-04,79396424,3331281,957757,36909,441.11,427.11,32.75,31.83,50.95,46.84,32.11,31.25,21.69,19.57
773,2022-03-05,79411630,3334478,958066,36953,,,,,,,,,,
774,2022-03-06,79424234,3337091,958280,36983,,,,,,,,,,
775,2022-03-07,79485770,3345546,959978,37040,,,,,,,,,,
776,2022-03-08,79515230,3349699,961397,37095,,,,,,,,,,
777,2022-03-09,79552263,3356440,963421,37158,,,,,,,,,,
778,2022-03-10,79598034,3362047,965193,37211,,,,,,,,,,
779,2022-03-11,79646889,3370105,966853,36853,432.3018,415.12,33.03,32.38,49.575,45.23,32.44,31.67,23.43,21.29
780,2022-03-12,79657357,3371929,967132,36887,,,,,,,,,,
781,2022-03-13,79668636,3373322,967325,36901,,,,,,,,,,
782,2022-03-14,79703170,3377844,968637,36945,,,,,,,,,,
783,2022-03-15,79726675,3386875,969719,36991,,,,,,,,,,
784,2022-03-16,79777929,3392165,971568,37029,,,,,,,,,,
785,2022-03-17,79829955,3396364,973065,37074,,,,,,,,,,
786,2022-03-18,79861676,3399704,973881,37134,444.86,415.79,33.42,32.12,53.26,47.775,32.5,31.83,22.06,20.91
787,2022-03-19,79872778,3402711,974166,37157,,,,,,,,,,
788,2022-03-20,79884432,3404964,974254,37168,,,,,,,,,,
789,2022-03-21,79925903,3413117,975538,37208,,,,,,,,,,
790,2022-03-22,79947130,3422583,976313,37241,,,,,,,,,,
791,2022-03-23,79987060,3429407,977954,37282,,,,,,,,,,
792,2022-03-24,80029162,3436460,978820,37354,,,,,,,,,,
793,2022-03-25,80073604,3445404,979440,37403,452.98,440.68,33.87,33.39,54.38,51.9,32.44,31.83,22.47,21.46
794,2022-03-26,80083290,3449778,979591,37431,,,,,,,,,,
795,2022-03-27,80095310,3453432,979652,37440,,,,,,,,,,
796,2022-03-28,80133018,3459582,980671,37460,,,,,,,,,,
797,2022-03-29,80156260,3470143,981659,37495,,,,,,,,,,
798,2022-03-30,80194396,3481119,982828,37555,,,,,,,,,,
799,2022-03-31,80238890,3489910,983346,37597,,,,,,,,,,
800,2022-04-01,80270047,3502380,984176,37666,462.07,449.14,33.89,33.36,56.92,54.12,33.33,32.03,22.63,20.88
801,2022-04-02,80282074,3509394,984334,37699,,,,,,,,,,
802,2022-04-03,80287062,3511975,984394,37716,,,,,,,,,,
803,2022-04-04,80325187,3512535,984988,37729,,,,,,,,,,
804,2022-04-05,80350159,3521439,985500,37772,,,,,,,,,,
805,2022-04-06,80390084,3530991,986628,37847,,,,,,,,,,
806,2022-04-07,80439764,3537010,987463,37904,,,,,,,,,,
807,2022-04-08,80512954,3537010,988103,37914,457.83,443.47,34.0,33.17,57.98,55.53,33.39,32.82,22.87,21.8
808,2022-04-09,80526009,3552577,988248,37997,,,,,,,,,,
809,2022-04-10,80535823,3552577,988278,38012,,,,,,,,,,
810,2022-04-11,80573949,3552709,988613,38015,,,,,,,,,,
811,2022-04-12,80609174,3552709,989207,38019,,,,,,,,,,
812,2022-04-13,80665250,3616387,990158,38159,,,,,,,,,,
813,2022-04-14,80713108,3635332,990884,38289,445.75,436.6501,33.62,33.24,58.25,56.36,33.18,32.86,23.37,22.54
814,2022-04-15,80747302,3627286,991324,38329,,,,,,,,,,
815,2022-04-16,80760108,3643973,991378,38368,,,,,,,,,,
816,2022-04-17,80768030,3645911,991389,38390,,,,,,,,,,
817,2022-04-18,80827605,3657885,991646,38403,,,,,,,,,,
818,2022-04-19,80866098,3665778,992086,38428,,,,,,,,,,
819,2022-04-20,80933902,3679211,992992,38533,,,,,,,,,,
820,2022-04-21,80994372,3689726,993393,38654,,,,,,,,,,
821,2022-04-22,81083195,3707016,993917,38749,450.01,425.44,33.77,32.45,58.44,56.2,33.63,32.71,23.8,21.17
822,2022-04-23,81103472,3711767,993971,38807,,,,,,,,,,
823,2022-04-24,81117443,3716424,994003,38833,,,,,,,,,,
824,2022-04-25,81185716,3720307,994269,38848,,,,,,,,,,
825,2022-04-26,81230872,3727897,994589,38894,,,,,,,,,,
826,2022-04-27,81320698,3740982,995393,39008,,,,,,,,,,
827,2022-04-28,81397823,3749479,995805,39145,,,,,,,,,,
828,2022-04-29,81459075,3761708,996228,39229,429.64,411.21,32.5,31.6,58.7,55.69,33.37,32.05,21.1,20.34
829,2022-04-30,81483720,3765164,996343,39265,,,,,,,,,,
830,2022-05-01,81501074,3767783,996366,39288,,,,,,,,,,
831,2022-05-02,81594976,3770449,996661,39293,,,,,,,,,,
832,2022-05-03,81644904,3776005,997110,39337,,,,,,,,,,
833,2022-05-04,81757262,3786803,999062,39483,,,,,,,,,,
834,2022-05-05,81845594,3793942,999362,39642,,,,,,,,,,
835,2022-05-06,81974656,3802912,999743,39717,429.66,405.02,32.52,31.35,59.6,54.57,32.02,30.61,21.3,19.97
836,2022-05-07,82003342,3805370,999931,39772,,,,,,,,,,
837,2022-05-08,82009940,3807514,999961,39784,,,,,,,,,,
838,2022-05-09,82139157,3809685,1000216,39788,,,,,,,,,,
839,2022-05-10,82209880,3814073,1000543,39843,,,,,,,,,,
840,2022-05-11,82370922,3822281,1001227,39978,,,,,,,,,,
841,2022-05-12,82476393,3827766,1001529,40133,,,,,,,,,,
842,2022-05-13,82563660,3835537,1001736,40218,,,,,,,,,,
843,2022-05-14,82581780,3836335,1001796,40249,,,,,,,,,,
844,2022-05-15,82614901,3836969,1001833,40259,,,,,,,,,,
845,2022-05-16,82791866,3837943,1002080,40266,,,,,,,,,,
846,2022-05-17,82877338,3844271,1002477,40291,,,,,,,,,,
847,2022-05-18,83081220,3850312,1003448,40388,,,,,,,,,,
848,2022-05-19,83216694,3854742,1003783,40583,,,,,,,,,,
849,2022-05-20,83365481,3860575,1004201,40665,408.57,380.54,31.51,30.55,59.405,53.42,30.09,29.25,18.97,18.02
850,2022-05-21,83393583,3861958,1004277,40689,,,,,,,,,,
851,2022-05-22,83406946,3863053,1004324,40696,,,,,,,,,,
852,2022-05-23,83555995,3863389,1004569,40698,,,,,,,,,,
853,2022-05-24,83639862,3865444,1004912,40702,,,,,,,,,,
854,2022-05-25,83850623,3869993,1005999,40795,,,,,,,,,,
855,2022-05-26,83985941,3873780,1006355,40918,,,,,,,,,,
856,2022-05-27,84093944,3879050,1006887,40968,415.3801,386.96,31.68,30.74,57.27,54.84,30.88,29.84,19.44,18.86
857,2022-05-28,84108142,3880240,1006926,40992,,,,,,,,,,
858,2022-05-29,84115200,3881220,1006943,40995,,,,,,,,,,
859,2022-05-30,84177659,3882134,1006985,40996,,,,,,,,,,
860,2022-05-31,84344997,3884160,1007352,41019,,,,,,,,,,
861,2022-06-01,84573956,3888672,1008029,41104,,,,,,,,,,
862,2022-06-02,84696084,3891759,1008356,41244,,,,,,,,,,
863,2022-06-03,84853076,3895259,1008756,41272,417.44,406.93,32.06,31.44,58.75,57.02,30.98,29.77,19.29,18.33
864,2022-06-04,84881132,3896919,1008912,41293,,,,,,,,,,
865,2022-06-05,84897415,3897791,1008946,41299,,,,,,,,,,
866,2022-06-06,85057161,3898661,1009230,41301,,,,,,,,,,
867,2022-06-07,85144044,3901597,1009705,41311,,,,,,,,,,
868,2022-06-08,85342963,3905339,1010903,41346,,,,,,,,,,
869,2022-06-09,85474591,3907653,1011200,41450,,,,,,,,,,
870,2022-06-10,85580803,3912417,1011567,41508,416.609,389.75,31.9,30.75,58.28,54.49,29.84,28.64,19.2,17.92
871,2022-06-11,85616038,3916335,1011676,41513,,,,,,,,,,
872,2022-06-12,85633800,3917756,1011705,41517,,,,,,,,,,
873,2022-06-13,85785556,3918616,1011996,41518,,,,,,,,,,
874,2022-06-14,85875752,3921033,1012360,41530,,,,,,,,,,
875,2022-06-15,86060916,3923353,1013068,41580,,,,,,,,,,
876,2022-06-16,86190654,3926127,1013511,41674,,,,,,,,,,
877,2022-06-17,86329498,3927884,1013830,41680,383.9,362.17,30.36,28.79,54.65,51.63,28.13,27.3,18.74,17.52
878,2022-06-18,86347187,3931364,1013871,41701,,,,,,,,,,
879,2022-06-19,86365250,3931364,1013925,41705,,,,,,,,,,
880,2022-06-20,86461263,3932637,1014020,41708,,,,,,,,,,
881,2022-06-21,86572643,3935067,1014476,41718,,,,,,,,,,
882,2022-06-22,86758310,3938040,1015331,41744,,,,,,,,,,
883,2022-06-23,86896709,3942808,1015712,41808,,,,,,,,,,
884,2022-06-24,87013874,3945083,1016158,41816,,,,,,,,,,
885,2022-06-25,87054781,3948562,1016307,41835,,,,,,,,,,
886,2022-06-26,87077058,3949244,1016328,41838,,,,,,,,,,
887,2022-06-27,87237298,3950117,1016627,41838,,,,,,,,,,
888,2022-06-28,87335193,3953552,1017203,41850,,,,,,,,,,
889,2022-06-29,87525464,3956171,1017930,41887,,,,,,,,,,
890,2022-06-30,87692895,3962334,1017654,41952,,,,,,,,,,
891,2022-07-01,87849748,3963763,1018156,41968,,,,,,,,,,
892,2022-07-02,87870093,3967805,1018201,41982,,,,,,,,,,
893,2022-07-03,87878537,3968731,1018208,41983,,,,,,,,,,
894,2022-07-04,87954819,3969063,1018287,41983,,,,,,,,,,
895,2022-07-05,88096723,3975062,1018749,42006,,,,,,,,,,
896,2022-07-06,88297457,3976097,1019517,42045,,,,,,,,,,
897,2022-07-07,88436294,3984864,1020590,42115,,,,,,,,,,
898,2022-07-08,88574023,3988430,1021121,42140,390.64,372.9,29.41,28.54,53.28,50.21,29.0,28.36,16.93,15.86
899,2022-07-09,88603011,3989890,1021170,42150,,,,,,,,,,
900,2022-07-10,88627544,3990961,1021201,42156,,,,,,,,,,
901,2022-07-11,88828831,3991994,1021671,42163,,,,,,,,,,
902,2022-07-12,88977068,3995331,1022237,42168,,,,,,,,,,
903,2022-07-13,89181740,4000304,1023213,42212,,,,,,,,,,
904,2022-07-14,89356900,4018403,1023587,42278,,,,,,,,,,
905,2022-07-15,89510080,4024060,1024097,42328,386.87,371.04,29.18,27.98,53.47,51.2,28.64,28.15,16.43,15.14
906,2022-07-16,89549277,4026044,1024150,42356,,,,,,,,,,
907,2022-07-17,89578887,4026044,1024204,42364,,,,,,,,,,
908,2022-07-18,89744161,4026069,1024645,42364,,,,,,,,,,
909,2022-07-19,89861438,4036848,1025277,42414,,,,,,,,,,
910,2022-07-20,90078187,4040958,1026179,42466,,,,,,,,,,
911,2022-07-21,90253638,4051382,1026676,42536,,,,,,,,,,
912,2022-07-22,90385030,4059876,1027257,42668,400.18,380.66,29.31,28.45,53.89,51.36,29.06,28.3,15.67,14.78
913,2022-07-23,90411361,4061530,1027328,42683,,,,,,,,,,
914,2022-07-24,90434609,4062808,1027359,42691,,,,,,,,,,
915,2022-07-25,90624564,4064084,1027785,42695,,,,,,,,,,
916,2022-07-26,90756773,4071469,1028335,42739,,,,,,,,,,
917,2022-07-27,90996902,4074977,1029290,42777,,,,,,,,,,
918,2022-07-28,91173950,4084973,1029692,42905,,,,,,,,,,
919,2022-07-29,91333194,4090442,1030317,42937,413.03,389.95,30.2,29.02,57.66,53.09,30.33,29.09,15.08,14.01
920,2022-07-30,91349210,4091778,1030348,42949,,,,,,,,,,
921,2022-07-31,91362208,4092722,1030361,42951,,,,,,,,,,
922,2022-08-01,91532374,4093713,1030935,42951,,,,,,,,,,
923,2022-08-02,91623348,4099374,1031445,42969,,,,,,,,,,
924,2022-08-03,91824058,4102536,1032541,43000,,,,,,,,,,
925,2022-08-04,92011181,4094621,1033163,43066,,,,,,,,,,
926,2022-08-05,92117204,4115965,1033880,43142,415.68,406.82,30.1,29.8,58.5,56.22,30.22,29.69,15.36,14.42
927,2022-08-06,92132181,4117035,1033921,43154,,,,,,,,,,
928,2022-08-07,92144782,4117788,1033953,43158,,,,,,,,,,
929,2022-08-08,92300452,4118564,1034454,43163,,,,,,,,,,
930,2022-08-09,92400258,4120585,1035099,43188,,,,,,,,,,
931,2022-08-10,92596779,4123562,1036045,43228,,,,,,,,,,
932,2022-08-11,92759490,4136552,1036601,43408,,,,,,,,,,
933,2022-08-12,92856225,4141368,1037258,43440,427.21,410.22,30.91,29.9,59.53,55.67,30.59,29.77,15.58,15.08
934,2022-08-13,92939892,4141368,1037304,43440,,,,,,,,,,
935,2022-08-14,92949634,4141368,1037320,43440,,,,,,,,,,
936,2022-08-15,93072774,4141368,1037790,43440,,,,,,,,,,
937,2022-08-16,93164655,4148442,1038301,43498,,,,,,,,,,
938,2022-08-17,93301679,4151317,1039410,43539,,,,,,,,,,
939,2022-08-18,93450679,4160497,1040018,43658,,,,,,,,,,
940,2022-08-19,93528313,4166257,1040609,43740,431.73,421.22,31.2,30.71,60.66,58.85,30.87,30.33,15.39,14.74
941,2022-08-20,93539367,4167111,1040654,43755,,,,,,,,,,
942,2022-08-21,93549154,4167732,1041442,43755,,,,,,,,,,
943,2022-08-22,93678345,4168380,1041192,43756,,,,,,,,,,
944,2022-08-23,93777685,4171952,1041809,43777,,,,,,,,,,
945,2022-08-24,93929553,4175729,1042774,43859,,,,,,,,,,
946,2022-08-25,94069078,4183162,1043389,44003,,,,,,,,,,
947,2022-08-26,94189761,4187139,1044093,44049,419.96,405.25,30.84,30.23,59.62,56.95,30.15,29.43,15.28,14.49
948,2022-08-27,94201522,4187887,1044131,44058,,,,,,,,,,
949,2022-08-28,94209952,4188437,1044149,44059,,,,,,,,,,
950,2022-08-29,94316168,4188917,1044631,44059,,,,,,,,,,
951,2022-08-30,94391937,4192880,1045035,44112,,,,,,,,,,
952,2022-08-31,94546457,4194892,1046561,44165,,,,,,,,,,
953,2022-09-01,94677076,4204312,1047242,44317,,,,,,,,,,
954,2022-09-02,94741755,4207961,1047722,44360,405.84,390.04,30.26,28.94,59.98,55.69,29.2,28.69,14.69,13.69
955,2022-09-03,94753142,4208622,1047758,44364,,,,,,,,,,
956,2022-09-04,94760562,4209096,1047772,44369,,,,,,,,,,
957,2022-09-05,94794160,4209542,1047861,44370,,,,,,,,,,
958,2022-09-06,94906852,4212439,1048467,44379,,,,,,,,,,
959,2022-09-07,95030892,4214431,1049270,44434,,,,,,,,,,
960,2022-09-08,95138011,4221439,1049958,44545,,,,,,,,,,
961,2022-09-09,95238824,4224759,1050505,44599,407.51,388.42,30.22,28.95,60.04,57.41,29.27,28.58,14.83,13.98
962,2022-09-10,95248942,4225396,1050543,44607,,,,,,,,,,
963,2022-09-11,95257926,4225396,1050563,44607,,,,,,,,,,
964,2022-09-12,95327452,4226515,1051024,44611,,,,,,,,,,
965,2022-09-13,95407176,4229986,1051544,44646,,,,,,,,,,
966,2022-09-14,95510834,4231064,1052517,44662,,,,,,,,,,
967,2022-09-15,95594197,4239075,1053188,44919,,,,,,,,,,
968,2022-09-16,95650438,4244008,1053620,44996,411.73,382.11,30.57,29.46,60.47,58.09,29.25,28.05,15.1,14.04
969,2022-09-17,95658973,4244622,1053654,45003,,,,,,,,,,
970,2022-09-18,95664434,4245082,1053676,45011,,,,,,,,,,
971,2022-09-19,95720232,4245666,1054074,45012,,,,,,,,,,
972,2022-09-20,95789524,4249798,1054513,45033,,,,,,,,,,
973,2022-09-21,95887962,4251898,1055506,45067,,,,,,,,,,
974,2022-09-22,95968951,4259383,1056169,45181,,,,,,,,,,
975,2022-09-23,96052249,4262446,1056596,45218,389.31,363.29,29.9,28.21,59.055,54.115,28.22,26.79,14.86,13.84
976,2022-09-24,96061974,4263179,1056648,45233,,,,,,,,,,
977,2022-09-25,96068686,4263800,1056666,45234,,,,,,,,,,
978,2022-09-26,96114280,4264425,1057036,45236,,,,,,,,,,
979,2022-09-27,96175293,4267612,1057484,45263,,,,,,,,,,
980,2022-09-28,96262133,4270276,1058788,45304,,,,,,,,,,
981,2022-09-29,96346507,4278430,1059481,45407,,,,,,,,,,
982,2022-09-30,96379914,4279316,1059799,45421,372.3,357.04,28.71,28.02,56.9,54.38,26.55,25.75,15.41,13.66
983,2022-10-01,96387812,4280161,1059834,45430,,,,,,,,,,
984,2022-10-02,96393577,4280759,1059850,45434,,,,,,,,,,
985,2022-10-03,96434868,4283165,1060143,45455,,,,,,,,,,
986,2022-10-04,96490066,4287508,1060647,45486,,,,,,,,,,
987,2022-10-05,96561318,4288593,1061714,45486,,,,,,,,,,
988,2022-10-06,96622066,4297151,1062299,45606,,,,,,,,,,
989,2022-10-07,96680272,4300442,1062699,45640,379.46,359.21,29.7,28.34,58.36,55.25,27.08,25.39,16.1,15.29
990,2022-10-08,96687992,4301375,1062749,45646,,,,,,,,,,
991,2022-10-09,96693509,4302006,1062760,45648,,,,,,,,,,
992,2022-10-10,96716447,4302719,1062897,45649,,,,,,,,,,
993,2022-10-11,96777139,4306156,1063506,45662,,,,,,,,,,
994,2022-10-12,96841762,4309992,1064276,45724,,,,,,,,,,
995,2022-10-13,96905115,4319103,1064937,45833,,,,,,,,,,
996,2022-10-14,96932030,4324361,1065200,45928,370.26,348.11,28.77,27.37,59.15,55.56,25.42,25.0,15.39,14.31
997,2022-10-15,96938015,4325384,1065242,45936,,,,,,,,,,
998,2022-10-16,96944698,4326086,1065252,45940,,,,,,,,,,
999,2022-10-17,96983485,4326726,1065588,45941,,,,,,,,,,
1000,2022-10-18,97027008,4330359,1066024,45978,,,,,,,,,,
1001,2022-10-19,97088349,4332828,1066781,46020,,,,,,,,,,
1002,2022-10-20,97145497,4341692,1067339,46170,,,,,,,,,,
1003,2022-10-21,97191451,4344504,1067920,46218,375.45,357.2808,29.01,28.43,58.78,56.65,26.04,25.0,15.06,14.34
1004,2022-10-22,97196830,4345265,1067943,46230,,,,,,,,,,
1005,2022-10-23,97205339,4345847,1067954,46232,,,,,,,,,,
1006,2022-10-24,97244523,4347202,1068164,46319,,,,,,,,,,
1007,2022-10-25,97288151,4351286,1068599,46354,,,,,,,,,,
1008,2022-10-26,97359630,4353606,1069736,46406,,,,,,,,,,
1009,2022-10-27,97418714,4362298,1070291,46563,,,,,,,,,,
1010,2022-10-28,97448909,4366909,1070483,46657,389.52,373.11,29.97,28.86,61.93,57.83,26.5,25.23,15.59,14.77
1011,2022-10-29,97457906,4367727,1070518,46669,,,,,,,,,,
1012,2022-10-30,97461191,4368284,1070527,46672,,,,,,,,,,
1013,2022-10-31,97505917,4368845,1070659,46674,,,,,,,,,,
1014,2022-11-01,97554667,4372182,1071102,46705,,,,,,,,,,
1015,2022-11-02,97628567,4374755,1071873,46747,,,,,,,,,,
1016,2022-11-03,97699033,4383367,1072466,46905,,,,,,,,,,
1017,2022-11-04,97737482,4384773,1072818,46931,390.39,368.79,30.31,29.36,62.69,60.6,26.74,25.9,15.37,13.91
1018,2022-11-05,97742586,4384773,1072849,46931,,,,,,,,,,
1019,2022-11-06,97750512,4384773,1072867,46931,,,,,,,,,,
1020,2022-11-07,97790818,4388506,1073000,46972,,,,,,,,,,
1021,2022-11-08,97821965,4391389,1073218,47030,,,,,,,,,,
1022,2022-11-09,97919104,4393414,1074185,47087,,,,,,,,,,
1023,2022-11-10,97985036,4401096,1074711,47240,,,,,,,,,,
1024,2022-11-11,97997940,4402177,1074761,47272,399.35,373.61,30.99,29.75,63.48,60.95,27.64,25.92,16.93,14.91
1025,2022-11-12,98002991,4402857,1074761,47281,,,,,,,,,,
1026,2022-11-13,98005380,4403371,1074769,47282,,,,,,,,,,
1027,2022-11-14,98055333,4403891,1075015,47284,,,,,,,,,,
1028,2022-11-15,98114810,4408841,1075408,47419,,,,,,,,,,
1029,2022-11-16,98199143,4411356,1076265,47517,,,,,,,,,,
1030,2022-11-17,98252697,4417357,1076720,47661,,,,,,,,,,
1031,2022-11-18,98307859,4418363,1077223,47682,402.31,390.14,30.98,30.46,63.32,61.24,27.34,26.77,16.92,16.05
1032,2022-11-19,98312508,4419028,1077239,47688,,,,,,,,,,
1033,2022-11-20,98316121,4419612,1077246,47688,,,,,,,,,,
1034,2022-11-21,98360106,4421434,1077448,47717,,,,,,,,,,
1035,2022-11-22,98415837,4422890,1078005,47741,,,,,,,,,,
1036,2022-11-23,98528624,4425570,1079031,47783,,,,,,,,,,
1037,2022-11-24,98544542,4427242,1079154,47850,,,,,,,,,,
1038,2022-11-25,98566341,4428546,1079294,47862,402.93,392.66,31.31,30.31,62.15,59.1,27.72,27.27,17.25,16.18
1039,2022-11-26,98569058,4428546,1079296,47862,,,,,,,,,,
1040,2022-11-27,98573468,4428546,1079296,47862,,,,,,,,,,
1041,2022-11-28,98633140,4430558,1079576,47923,,,,,,,,,,
1042,2022-11-29,98697622,4431111,1079969,47923,,,,,,,,,,
1043,2022-11-30,98807782,4432426,1080536,48002,,,,,,,,,,
1044,2022-12-01,98924207,4444843,1081147,48133,,,,,,,,,,
1045,2022-12-02,98962019,4444912,1081412,48133,410.0,393.3,31.55,30.81,62.11,59.8,28.06,27.2,18.02,16.47
1046,2022-12-03,98967906,4444912,1081431,48133,,,,,,,,,,
1047,2022-12-04,98972375,4444912,1081431,48133,,,,,,,,,,
